"05/06/2003",1234500070,"Jerry Cann","10001","C","P",0,5055.87,13191.85,4600
"05/06/2003",1234500071,"Jerry Cann","10001","C","W",0,5055.87,13191.85,4600
"05/06/2003",1234500072,"Jerry Cann","10001","C","T",20,5035.87,13211.85,4600
"05/06/2003",1234500073,"Jerry Cann","10001","C","W",1000,4035.87,13211.85,4600
"05/06/2003",1234500074,"Jerry Cann","10001","C","W",1000,3035.87,13211.85,3600
"05/06/2003",1234500075,"Jerry Cann","10001","C","W",1000,2035.87,13211.85,2600
"05/06/2003",1234500076,"Jerry Cann","10001","C","W",1000,1035.87,13211.85,1600
"05/06/2003",1234500077,"ADMINISTRATOR","00000","","R",5000,0,0,5600
"05/06/2003",1234500078,"ADMINISTRATOR","00000","","R",5000,0,0,5600
"05/06/2003",1234500079,"ADMINISTRATOR","00000","","R",5000,0,0,5600
"05/06/2003",1234500080,"ADMINISTRATOR","00000","","R",5000,0,0,5600
"05/06/2003",1234500081,"ADMINISTRATOR","00000","","R",5000,0,0,5600
"05/06/2003",1234500082,"ADMINISTRATOR","00000","","R",5000,0,0,5600
"05/06/2003",1234500083,"Jerry Cann","10001","C","W",600,435.87,13211.85,0
"05/06/2003",1234500084,"ADMINISTRATOR","00000","","R",5000,0,0,5000
"05/06/2003",1234500085,"ADMINISTRATOR","00000","","R",5000,0,0,5000
"05/06/2003",1234500086,"ADMINISTRATOR","00000","","R",5000,0,0,5000
"05/06/2003",1234500087,"ADMINISTRATOR","00000","","R",5000,0,0,5000
"05/06/2003",1234500088,"ADMINISTRATOR","00000","","R",5000,0,0,10000
"05/06/2003",1234500089,"ADMINISTRATOR","00000","","R",5000,0,0,15000
"05/06/2003",1234500090,"ADMINISTRATOR","00000","","R",5000,0,0,15000
"05/06/2003",1234500091,"ADMINISTRATOR","00000","","R",5000,0,0,20000
"05/06/2003",1234500092,"ADMINISTRATOR","00000","","R",5000,0,0,20000
"05/06/2003",1234500093,"ADMINISTRATOR","00000","","R",5000,0,0,20000
"05/06/2003",1234500094,"ADMINISTRATOR","00000","","R",5000,0,0,20000
"05/06/2003",1234500095,"ADMINISTRATOR","00000","","R",5000,0,0,5000
"05/06/2003",1234500096,"Jerry Cann","10001","S","D",250,435.87,13461.85,5000
"05/06/2003",1234500097,"Jerry Cann","10001","S","T",2250,2685.87,11211.85,5000
"05/06/2003",1234500098,"Jerry Cann","10001","C","P",1400,1285.87,11211.85,5000
"05/06/2003",1234500099,"Jerry Cann","10001","C","P",250,1035.87,11211.85,5000
"05/06/2003",1234500100,"Jerry Cann","10001","S","T",1400,2435.87,9811.85,5000
"05/06/2003",1234500101,"Jerry Cann","10001","S","W",20,2435.87,9791.85,0
"05/06/2003",1234500102,"ADMINISTRATOR","00000","","R",5000,0,0,5000
"05/06/2003",1234500103,"Jerry Cann","10001","S","D",1500,2435.87,11291.85,5000
"05/06/2003",1234500104,"Jerry Cann","10001","S","W",1000,2435.87,10291.85,4000
"05/06/2003",1234500105,"Jerry Cann","10001","C","P",1500,935.8701,10291.85,4000
"05/06/2003",1234500106,"Elton John","10004","S","D",100000,102915.8,618785.1,4000
"05/06/2003",1234500107,"Elton John","10004","C","D",250000,352915.8,618785.1,4000
"05/06/2003",1234500108,"Elton John","10004","C","P",.25,352914.3,618785.1,4000
"05/06/2003",1234500109,"Jerry Cann","10001","S","W",1000,935.8701,9291.85,3000
"05/06/2003",1234500110,"ADMINISTRATOR","00000","","R",5000,0,0,5000
"05/06/2003",1234500111,"ADMINISTRATOR","00000","","R",5000,0,0,5000
"05/06/2003",1234500112,"Elton John","10004","C","P",13,352900.1,618785.1,5000
"05/06/2003",1234500113,"Jerry Cann","10001","C","P",45,889.6201,9291.8496,5000
"05/06/2003",1234500114,"Jerry Cann","10001","S","T",154,1043.6201,9137.8496,5000
"05/06/2003",1234500115,"Jerry Cann","10001","S","W",150,1043.6201,8987.8496,4850
"05/06/2003",1234500116,"Jerry Cann","10001","C","D",2500,3543.6201,8987.8496,4850
"05/06/2003",1234500117,"Jerry Cann","10001","C","P",152,3390.3701,8987.8496,4850
"05/06/2003",1234500118,"Jerry Cann","10001","S","T",125.12,3515.4901,8862.7296,4850
"05/06/2003",1234500119,"Jerry Cann","10001","C","D",40000,43515.4901,8862.7296,4850
"05/06/2003",1234500120,"Jerry Cann","10001","S","D",40000,43515.4901,48862.7296,4850
"05/07/2003",1234500121,"ADMINISTRATOR","00000","","F",5000,0,0,5000
"05/07/2003",1234500122,"Jerry Cann","10001","S","W",150,43515.4901,48712.7296,4850
"05/08/2003",1234500123,"ADMINISTRATOR","00000","","F",5000,0,0,5000
"07/12/2003",1234500124,"ADMINISTRATOR","00000","","F",5000,0,0,5000
"07/12/2003",1234500125,"ADMINISTRATOR","00000","","R",5000,0,0,10000
"07/18/2003",1234500126,"ADMINISTRATOR","00000","","F",5000,0,0,5000
"03-14-2020",1234500134,"Vaughan","10007","S","D",10000,1007,14280.5,4010
"03-14-2020",1234500135,"Vaughan","10007","S","D",10000,1007,24280.5,4010
